x,y
[-3.14159265],[0.]
[-3.12057866],[0.01051992]
[-3.09956466],[0.0209274]
[-3.07855066],[0.02678258]
[-3.05753666],[0.03648835]
[-3.03652267],[0.0453111]
[-2.99449467],[0.06526153]
[-2.97348067],[0.07581583]
[-2.95246667],[0.08353957]
[-2.91043868],[0.10167449]
[-2.88942468],[0.10880314]
[-2.86841068],[0.11460514]
[-2.84739669],[0.12523681]
[-2.78435469],[0.15097775]
[-2.7213127],[0.17102388]
[-2.7002987],[0.18086366]
[-2.65827071],[0.19328589]
[-2.63725671],[0.20156821]
[-2.61624271],[0.2097591]
[-2.59522871],[0.21715382]
[-2.57421472],[0.22396071]
[-2.55320072],[0.22976717]
[-2.53218672],[0.23484876]
[-2.46914473],[0.25571402]
[-2.44813073],[0.26208139]
[-2.42711673],[0.26558193]
[-2.40610273],[0.27278246]
[-2.38508874],[0.27826828]
[-2.34306074],[0.28854862]
[-2.32204674],[0.29893862]
[-2.30103275],[0.30288652]
[-2.28001875],[0.30841855]
[-2.25900475],[0.31302343]
[-2.23799075],[0.31941674]
[-2.21697676],[0.3224832]
[-2.19596276],[0.32550258]
[-2.17494876],[0.33277568]
[-2.15393476],[0.33816506]
[-2.13292076],[0.34309665]
[-2.11190677],[0.34947422]
[-2.09089277],[0.34931878]
[-2.06987877],[0.35484587]
[-2.04886477],[0.36090901]
[-2.02785078],[0.36652914]
[-2.00683678],[0.36760582]
[-1.98582278],[0.37058545]
[-1.94379479],[0.37926187]
[-1.92278079],[0.38017193]
[-1.88075279],[0.38913748]
[-1.85973879],[0.39528859]
[-1.8387248],[0.39799178]
[-1.8177108],[0.40114211]
[-1.7966968],[0.40620485]
[-1.7756828],[0.40912117]
[-1.67061282],[0.42426746]
[-1.64959882],[0.42535861]
[-1.60757082],[0.42918231]
[-1.58655683],[0.43565065]
[-1.56554283],[0.44078112]
[-1.54452883],[0.43803754]
[-1.52351483],[0.44112903]
[-1.50250083],[0.44301462]
[-1.46047284],[0.44976807]
[-1.43945884],[0.45233942]
[-1.39743085],[0.45504243]
[-1.35540285],[0.45907539]
[-1.31337486],[0.46467433]
[-1.29236086],[0.46628187]
[-1.27134686],[0.46440506]
[-1.25033286],[0.46635905]
[-1.22931886],[0.46926177]
[-1.20830487],[0.4688737]
[-1.18729087],[0.47073516]
[-1.16627687],[0.47152224]
[-1.14526287],[0.47634321]
[-1.10323488],[0.47750759]
[-1.08222088],[0.47740991]
[-1.06120688],[0.47774528]
[-1.04019289],[0.47857856]
[-0.99816489],[0.48395831]
[-0.97715089],[0.48197142]
[-0.95613689],[0.48597326]
[-0.9351229],[0.48624536]
[-0.9141089],[0.48615173]
[-0.8930949],[0.48979455]
[-0.85106691],[0.48849546]
[-0.83005291],[0.4895997]
[-0.80903891],[0.48724436]
[-0.78802491],[0.49162398]
[-0.76701092],[0.49007044]
[-0.72498292],[0.49132095]
[-0.68295492],[0.49433953]
[-0.64092693],[0.49507378]
[-0.61991293],[0.49366341]
[-0.59889893],[0.49464177]
[-0.57788494],[0.494861]
[-0.55687094],[0.49650275]
[-0.51484294],[0.49614175]
[-0.47281495],[0.49656897]
[-0.45180095],[0.49769304]
[-0.40977295],[0.4964637]
[-0.38875896],[0.49757782]
[-0.34673096],[0.49727423]
[-0.32571696],[0.50069045]
[-0.30470297],[0.49669974]
[-0.28368897],[0.49842654]
[-0.26267497],[0.49886959]
[-0.24166097],[0.50040797]
[-0.22064698],[0.49905154]
[-0.17861898],[0.50178991]
[-0.15760498],[0.50101378]
[-0.13659098],[0.49660902]
[-0.11557699],[0.49904193]
[-0.09456299],[0.50097886]
[-0.031521],[0.49530746]
[-0.010507],[0.4968826]
[0.010507],[0.4969888]
[0.031521],[0.49824467]
[0.05253499],[0.49743015]
[0.07354899],[0.50054959]
[0.11557699],[0.50043308]
[0.13659098],[0.49935875]
[0.15760498],[0.49919755]
[0.17861898],[0.50046552]
[0.19963298],[0.50198653]
[0.22064698],[0.49871994]
[0.24166097],[0.49786085]
[0.26267497],[0.50009779]
[0.30470297],[0.49761818]
[0.32571696],[0.50023598]
[0.34673096],[0.50196755]
[0.36774496],[0.50098794]
[0.38875896],[0.50335595]
[0.40977295],[0.49836235]
[0.43078695],[0.50194515]
[0.45180095],[0.50264168]
[0.47281495],[0.49913686]
[0.51484294],[0.50497461]
[0.53585694],[0.50125375]
[0.55687094],[0.50372954]
[0.57788494],[0.50168469]
[0.59889893],[0.50156458]
[0.64092693],[0.50174125]
[0.68295492],[0.50313003]
[0.72498292],[0.50419286]
[0.78802491],[0.50837492]
[0.80903891],[0.50832481]
[0.83005291],[0.50867556]
[0.85106691],[0.50802976]
[0.8720809],[0.51186251]
[0.8930949],[0.51121802]
[0.95613689],[0.51095228]
[0.97715089],[0.51019944]
[1.01917889],[0.51409329]
[1.04019289],[0.51705249]
[1.06120688],[0.52033353]
[1.08222088],[0.52119634]
[1.10323488],[0.520349]
[1.12424888],[0.52143746]
[1.14526287],[0.5226969]
